MIB_STEPS_V1
step	action	choose_rng	turn	floor	rng	map	player	inventory	mobs	items
267	command:h:collect ammo	1982882954	267	5	1982882954	b5b2d61dded150a7	22;8;30;30;12;12;12;13;12;12;4;6;84;3;commands,bargaining;145;2247;unencumbered;-;0;4;5;0;0;11;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;59;0;0;1;-;0;7|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;3;0;0;1;-;0;3|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|coffee;35;17;0;0;0;1;-;0;1		sugar-water cannon;21;8;0;2;0;0;-;0;7|pocket universe marble;36;15;0;0;0;1;-;0;0.1
268	command:l:seek stairs	713413931	268	5	713413931	b5b2d61dded150a7	23;8;30;30;12;12;12;13;12;12;4;6;84;3;commands,bargaining;145;2246;unencumbered;-;0;4;5;0;0;11;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;59;0;0;1;-;0;7|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;3;0;0;1;-;0;3|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|coffee;35;17;0;0;0;1;-;0;1		sugar-water cannon;21;8;0;2;0;0;-;0;7|pocket universe marble;36;15;0;0;0;1;-;0;0.1
269	command:l:seek stairs	411630102	269	5	411630102	b5b2d61dded150a7	24;8;30;30;12;12;12;13;12;12;4;6;84;3;commands,bargaining;145;2246;unencumbered;-;0;4;5;0;0;11;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;59;0;0;1;-;0;7|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;3;0;0;1;-;0;3|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|coffee;35;17;0;0;0;1;-;0;1		sugar-water cannon;21;8;0;2;0;0;-;0;7|pocket universe marble;36;15;0;0;0;1;-;0;0.1
270	command:l:seek stairs	1818670381	270	5	1818670381	b5b2d61dded150a7	25;8;30;30;12;12;12;13;12;12;4;6;84;3;commands,bargaining;145;2245;unencumbered;-;0;4;5;0;0;11;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;59;0;0;1;-;0;7|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;3;0;0;1;-;0;3|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|coffee;35;17;0;0;0;1;-;0;1		sugar-water cannon;21;8;0;2;0;0;-;0;7|pocket universe marble;36;15;0;0;0;1;-;0;0.1
271	command:l:seek stairs	433939520	271	5	433939520	b5b2d61dded150a7	26;8;30;30;12;12;12;13;12;12;4;6;84;3;commands,bargaining;145;2245;unencumbered;-;0;4;5;0;0;11;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;59;0;0;1;-;0;7|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;3;0;0;1;-;0;3|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|coffee;35;17;0;0;0;1;-;0;1		sugar-water cannon;21;8;0;2;0;0;-;0;7|pocket universe marble;36;15;0;0;0;1;-;0;0.1
272	command:l:seek stairs	1766859490	272	5	1766859490	b5b2d61dded150a7	27;8;30;30;12;12;12;13;12;12;4;6;84;3;commands,bargaining;145;2244;unencumbered;-;0;4;5;0;0;11;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;59;0;0;1;-;0;7|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;3;0;0;1;-;0;3|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|coffee;35;17;0;0;0;1;-;0;1		sugar-water cannon;21;8;0;2;0;0;-;0;7|pocket universe marble;36;15;0;0;0;1;-;0;0.1
273	command:l:seek stairs	461283972	273	5	461283972	b5b2d61dded150a7	28;8;30;30;12;12;12;13;12;12;4;6;84;3;commands,bargaining;145;2244;unencumbered;-;0;4;5;0;0;11;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;59;0;0;1;-;0;7|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;3;0;0;1;-;0;3|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|coffee;35;17;0;0;0;1;-;0;1		sugar-water cannon;21;8;0;2;0;0;-;0;7|pocket universe marble;36;15;0;0;0;1;-;0;0.1
274	command:l:seek stairs	615178228	274	5	615178228	b5b2d61dded150a7	29;8;30;30;12;12;12;13;12;12;4;6;84;3;commands,bargaining;145;2243;unencumbered;-;0;4;5;0;0;11;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;59;0;0;1;-;0;7|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;3;0;0;1;-;0;3|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|coffee;35;17;0;0;0;1;-;0;1		sugar-water cannon;21;8;0;2;0;0;-;0;7|pocket universe marble;36;15;0;0;0;1;-;0;0.1
275	command:l:seek stairs	376474523	275	5	376474523	b5b2d61dded150a7	30;8;30;30;12;12;12;13;12;12;4;6;84;3;commands,bargaining;145;2243;unencumbered;-;0;4;5;0;0;11;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;59;0;0;1;-;0;7|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;3;0;0;1;-;0;3|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|coffee;35;17;0;0;0;1;-;0;1		sugar-water cannon;21;8;0;2;0;0;-;0;7|pocket universe marble;36;15;0;0;0;1;-;0;0.1
276	command:n:seek stairs	536090188	276	5	536090188	b5b2d61dded150a7	31;9;30;30;12;12;12;13;12;12;4;6;84;3;commands,bargaining;145;2242;unencumbered;-;0;4;5;0;0;11;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;59;0;0;1;-;0;7|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;3;0;0;1;-;0;3|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|coffee;35;17;0;0;0;1;-;0;1		sugar-water cannon;21;8;0;2;0;0;-;0;7|pocket universe marble;36;15;0;0;0;1;-;0;0.1
277	command:l:seek stairs	492495171	277	5	492495171	b5b2d61dded150a7	32;9;30;30;12;12;12;13;12;12;4;6;84;3;commands,bargaining;145;2242;unencumbered;-;0;4;5;0;0;11;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;59;0;0;1;-;0;7|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;3;0;0;1;-;0;3|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|coffee;35;17;0;0;0;1;-;0;1		sugar-water cannon;21;8;0;2;0;0;-;0;7|pocket universe marble;36;15;0;0;0;1;-;0;0.1
278	command:n:seek stairs	779435599	278	5	779435599	b5b2d61dded150a7	33;10;30;30;12;12;12;13;12;12;4;6;84;3;commands,bargaining;145;2241;unencumbered;-;0;4;5;0;0;11;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;59;0;0;1;-;0;7|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;3;0;0;1;-;0;3|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|coffee;35;17;0;0;0;1;-;0;1		sugar-water cannon;21;8;0;2;0;0;-;0;7|pocket universe marble;36;15;0;0;0;1;-;0;0.1
279	command:l:seek stairs	1959951885	279	5	1959951885	b5b2d61dded150a7	34;10;30;30;12;12;12;13;12;12;4;6;84;3;commands,bargaining;145;2241;unencumbered;-;0;4;5;0;0;11;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;59;0;0;1;-;0;7|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;3;0;0;1;-;0;3|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|coffee;35;17;0;0;0;1;-;0;1		sugar-water cannon;21;8;0;2;0;0;-;0;7|pocket universe marble;36;15;0;0;0;1;-;0;0.1
280	command:n:seek stairs	1185814080	280	5	1185814080	b5b2d61dded150a7	35;11;30;30;12;12;12;13;12;12;4;6;84;3;commands,bargaining;145;2240;unencumbered;-;0;4;5;0;0;11;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;59;0;0;1;-;0;7|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;3;0;0;1;-;0;3|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|coffee;35;17;0;0;0;1;-;0;1		sugar-water cannon;21;8;0;2;0;0;-;0;7|pocket universe marble;36;15;0;0;0;1;-;0;0.1
281	command:l:seek stairs	2108414277	281	5	2108414277	b5b2d61dded150a7	36;11;30;30;12;12;12;13;12;12;4;6;84;3;commands,bargaining;145;2240;unencumbered;-;0;4;5;0;0;11;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;59;0;0;1;-;0;7|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;3;0;0;1;-;0;3|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|coffee;35;17;0;0;0;1;-;0;1		sugar-water cannon;21;8;0;2;0;0;-;0;7|pocket universe marble;36;15;0;0;0;1;-;0;0.1
282	command:n:seek stairs	200130518	282	5	200130518	b5b2d61dded150a7	37;12;30;30;12;12;12;13;12;12;4;6;84;3;commands,bargaining;145;2239;unencumbered;-;0;4;5;0;0;11;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;59;0;0;1;-;0;7|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;3;0;0;1;-;0;3|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|coffee;35;17;0;0;0;1;-;0;1		sugar-water cannon;21;8;0;2;0;0;-;0;7|pocket universe marble;36;15;0;0;0;1;-;0;0.1
283	command:l:seek stairs	1147720266	283	5	1147720266	b5b2d61dded150a7	38;12;30;30;12;12;12;13;12;12;4;6;84;3;commands,bargaining;145;2239;unencumbered;-;0;4;5;0;0;11;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;59;0;0;1;-;0;7|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;3;0;0;1;-;0;3|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|coffee;35;17;0;0;0;1;-;0;1		sugar-water cannon;21;8;0;2;0;0;-;0;7|pocket universe marble;36;15;0;0;0;1;-;0;0.1
284	command:n:seek stairs	817545391	284	5	817545391	b5b2d61dded150a7	39;13;30;30;12;12;12;13;12;12;4;6;84;3;commands,bargaining;145;2238;unencumbered;-;0;4;5;0;0;11;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;59;0;0;1;-;0;7|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;3;0;0;1;-;0;3|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|coffee;35;17;0;0;0;1;-;0;1		sugar-water cannon;21;8;0;2;0;0;-;0;7|pocket universe marble;36;15;0;0;0;1;-;0;0.1
285	command:l:seek stairs	1236133287	285	5	1236133287	b5b2d61dded150a7	40;13;30;30;12;12;12;13;12;12;4;6;84;3;commands,bargaining;145;2238;unencumbered;-;0;4;5;0;0;11;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;59;0;0;1;-;0;7|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;3;0;0;1;-;0;3|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|coffee;35;17;0;0;0;1;-;0;1		sugar-water cannon;21;8;0;2;0;0;-;0;7|pocket universe marble;36;15;0;0;0;1;-;0;0.1
286	command:n:seek stairs	1287718121	286	5	1287718121	b5b2d61dded150a7	41;14;30;30;12;12;12;13;12;12;4;6;84;3;commands,bargaining;145;2237;unencumbered;-;0;4;5;0;0;11;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;59;0;0;1;-;0;7|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;3;0;0;1;-;0;3|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|coffee;35;17;0;0;0;1;-;0;1		sugar-water cannon;21;8;0;2;0;0;-;0;7|pocket universe marble;36;15;0;0;0;1;-;0;0.1
287	command:l:seek stairs	1534565578	287	5	1534565578	b5b2d61dded150a7	42;14;30;30;12;12;12;13;12;12;4;6;84;3;commands,bargaining;145;2237;unencumbered;-;0;4;5;0;0;11;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;59;0;0;1;-;0;7|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;3;0;0;1;-;0;3|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|coffee;35;17;0;0;0;1;-;0;1		sugar-water cannon;21;8;0;2;0;0;-;0;7|pocket universe marble;36;15;0;0;0;1;-;0;0.1
288	command:n:seek stairs	2134807895	288	5	2134807895	b5b2d61dded150a7	43;15;30;30;12;12;12;13;12;12;4;6;84;3;commands,bargaining;145;2236;unencumbered;-;0;4;5;0;0;11;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;59;0;0;1;-;0;7|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;3;0;0;1;-;0;3|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|coffee;35;17;0;0;0;1;-;0;1		sugar-water cannon;21;8;0;2;0;0;-;0;7|pocket universe marble;36;15;0;0;0;1;-;0;0.1
289	command:l:seek stairs	700027406	289	5	700027406	b5b2d61dded150a7	44;15;30;30;12;12;12;13;12;12;4;6;84;3;commands,bargaining;145;2236;unencumbered;-;0;4;5;0;0;11;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;59;0;0;1;-;0;7|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;3;0;0;1;-;0;3|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|coffee;35;17;0;0;0;1;-;0;1		sugar-water cannon;21;8;0;2;0;0;-;0;7|pocket universe marble;36;15;0;0;0;1;-;0;0.1
290	command:n:seek stairs	1408713487	290	5	1408713487	b5b2d61dded150a7	45;16;30;30;12;12;12;13;12;12;4;6;84;3;commands,bargaining;145;2235;unencumbered;-;0;4;5;0;0;11;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;59;0;0;1;-;0;7|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;3;0;0;1;-;0;3|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|coffee;35;17;0;0;0;1;-;0;1		sugar-water cannon;21;8;0;2;0;0;-;0;7|pocket universe marble;36;15;0;0;0;1;-;0;0.1
291	command:l:seek stairs	483449575	291	5	483449575	b5b2d61dded150a7	46;16;30;30;12;12;12;13;12;12;4;6;84;3;commands,bargaining;145;2235;unencumbered;-;0;4;5;0;0;11;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;59;0;0;1;-;0;7|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;3;0;0;1;-;0;3|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|coffee;35;17;0;0;0;1;-;0;1		sugar-water cannon;21;8;0;2;0;0;-;0;7|pocket universe marble;36;15;0;0;0;1;-;0;0.1
292	command:n:seek stairs	1896071038	292	5	1896071038	b5b2d61dded150a7	47;17;30;30;12;12;12;13;12;12;4;6;84;3;commands,bargaining;145;2234;unencumbered;-;0;4;5;0;0;11;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;59;0;0;1;-;0;7|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;3;0;0;1;-;0;3|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|coffee;35;17;0;0;0;1;-;0;1		sugar-water cannon;21;8;0;2;0;0;-;0;7|pocket universe marble;36;15;0;0;0;1;-;0;0.1
293	command:l:seek stairs	1229780325	293	5	1229780325	b5b2d61dded150a7	48;17;30;30;12;12;12;13;12;12;4;6;84;3;commands,bargaining;145;2234;unencumbered;-;0;4;5;0;0;11;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;59;0;0;1;-;0;7|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;3;0;0;1;-;0;3|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|coffee;35;17;0;0;0;1;-;0;1		sugar-water cannon;21;8;0;2;0;0;-;0;7|pocket universe marble;36;15;0;0;0;1;-;0;0.1
294	command:n:seek stairs	1504822699	294	5	1504822699	b5b2d61dded150a7	49;18;30;30;12;12;12;13;12;12;4;6;84;3;commands,bargaining;145;2233;unencumbered;-;0;4;5;0;0;11;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;59;0;0;1;-;0;7|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;3;0;0;1;-;0;3|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|coffee;35;17;0;0;0;1;-;0;1		sugar-water cannon;21;8;0;2;0;0;-;0;7|pocket universe marble;36;15;0;0;0;1;-;0;0.1
