MIB_STEPS_V1
step	action	choose_rng	turn	floor	rng	map	player	inventory	mobs	items
503	command:h:protect depth kit	1379193462	503	13	631915835	e87cb665b247b3a6	11;11;35;35;12;13;12;13;12;12;6;107;216;3;commands,bargaining,quickdraw,acrobatics,bullettime;404;2166;strained;-;0;12;13;0;0;7;3;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|ration;0;0;4;0;0;1;-;0;8|battery;0;0;151;0;0;1;-;0;21|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;9;0;0;1;-;0;9|bullet clip;17;32;48;0;0;1;-;0;5|royal jelly;6;18;14;0;0;1;-;0;14|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|deneuralyzer slip;40;18;0;0;0;1;-;0;0.1	juvenile skin-suit shambler;16;24;26;26;0.8365;18;0;1;0;0;0;0;0;-1;-1;0;0;|unlicensed bug warrior;23;13;54;54;1.2428000000000001;28;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile plasma wraith;13;27;21;21;0.8365;30;0;0;0;0;0;0;0;-1;-1;0;0;|bug warrior;43;24;54;54;1.195;28;0;0;0;0;0;0;0;-1;-1;0;0;|unlicensed orion's cat (feral);52;29;18;18;1.2428000000000001;13;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile plasma wraith;7;13;21;21;0.8365;30;0;0;0;0;0;0;0;-1;-1;0;0;	arquillian saber;13;25;0;0;0;0;-;0;4|neuralyzer charge;42;19;0;0;0;1;-;0;1|neuralyzer charge;11;12;0;0;0;1;-;0;1|containment foam grenade;33;24;0;0;0;1;-;0;1|bullet clip;4;10;10;0;0;1;-;0;1|ration;49;29;0;0;0;1;-;0;2|pocket universe marble;13;7;4;0;0;1;-;0;0.4
504	throw:containment foam grenade:7,13:freeze threat	1481665259	504	13	1088219420	e87cb665b247b3a6	11;11;35;35;12;13;12;13;12;12;6;107;216;3;commands,bargaining,quickdraw,acrobatics,bullettime;404;2165;burdened;-;0;12;13;0;0;7;3;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|ration;0;0;4;0;0;1;-;0;8|battery;0;0;151;0;0;1;-;0;21|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;8;0;0;1;-;0;8|bullet clip;17;32;48;0;0;1;-;0;5|royal jelly;6;18;14;0;0;1;-;0;14|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|deneuralyzer slip;40;18;0;0;0;1;-;0;0.1	juvenile skin-suit shambler;16;24;26;26;0.8365;18;0;1;0;0;0;0;0;-1;-1;0;0;|unlicensed bug warrior;23;13;54;54;1.2428000000000001;28;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile plasma wraith;13;27;21;21;0.8365;30;0;0;0;0;0;0;0;-1;-1;0;0;|bug warrior;43;24;54;54;1.195;28;0;0;0;0;0;0;0;-1;-1;0;0;|unlicensed orion's cat (feral);52;29;18;18;1.2428000000000001;13;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile plasma wraith;7;13;21;21;0.8365;30;0;0;0;7;0;0;0;-1;-1;0;0;	arquillian saber;13;25;0;0;0;0;-;0;4|neuralyzer charge;42;19;0;0;0;1;-;0;1|neuralyzer charge;11;12;0;0;0;1;-;0;1|containment foam grenade;33;24;0;0;0;1;-;0;1|bullet clip;4;10;10;0;0;1;-;0;1|ration;49;29;0;0;0;1;-;0;2|pocket universe marble;13;7;4;0;0;1;-;0;0.4
505	command:h:protect depth kit	1169647300	505	13	2085315472	e87cb665b247b3a6	10;11;35;35;12;13;12;13;12;12;6;107;216;3;commands,bargaining,quickdraw,acrobatics,bullettime;404;2165;burdened;-;0;12;13;0;0;7;3;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|ration;0;0;4;0;0;1;-;0;8|battery;0;0;151;0;0;1;-;0;21|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;8;0;0;1;-;0;8|bullet clip;17;32;48;0;0;1;-;0;5|royal jelly;6;18;14;0;0;1;-;0;14|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|deneuralyzer slip;40;18;0;0;0;1;-;0;0.1	juvenile skin-suit shambler;16;24;26;26;0.8365;18;0;1;0;0;0;0;0;-1;-1;0;0;|unlicensed bug warrior;23;13;54;54;1.2428000000000001;28;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile plasma wraith;13;27;21;21;0.8365;30;0;0;0;0;0;0;0;-1;-1;0;0;|bug warrior;43;24;54;54;1.195;28;0;0;0;0;0;0;0;-1;-1;0;0;|unlicensed orion's cat (feral);52;29;18;18;1.2428000000000001;13;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile plasma wraith;7;13;21;21;0.8365;30;0;0;0;6;0;0;0;-1;-1;0;0;	arquillian saber;13;25;0;0;0;0;-;0;4|neuralyzer charge;42;19;0;0;0;1;-;0;1|neuralyzer charge;11;12;0;0;0;1;-;0;1|containment foam grenade;33;24;0;0;0;1;-;0;1|bullet clip;4;10;10;0;0;1;-;0;1|ration;49;29;0;0;0;1;-;0;2|pocket universe marble;13;7;4;0;0;1;-;0;0.4
506	command:h:protect depth kit	718998824	506	13	142528466	e87cb665b247b3a6	9;11;35;35;12;13;12;13;12;12;6;107;216;3;commands,bargaining,quickdraw,acrobatics,bullettime;404;2164;burdened;-;0;12;13;0;0;7;3;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|ration;0;0;4;0;0;1;-;0;8|battery;0;0;151;0;0;1;-;0;21|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;8;0;0;1;-;0;8|bullet clip;17;32;48;0;0;1;-;0;5|royal jelly;6;18;14;0;0;1;-;0;14|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|deneuralyzer slip;40;18;0;0;0;1;-;0;0.1	juvenile skin-suit shambler;16;24;26;26;0.8365;18;0;1;0;0;0;0;0;-1;-1;0;0;|unlicensed bug warrior;23;13;54;54;1.2428000000000001;28;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile plasma wraith;13;27;21;21;0.8365;30;0;0;0;0;0;0;0;-1;-1;0;0;|bug warrior;43;24;54;54;1.195;28;0;0;0;0;0;0;0;-1;-1;0;0;|unlicensed orion's cat (feral);52;29;18;18;1.2428000000000001;13;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile plasma wraith;7;13;21;21;0.8365;30;0;0;0;4;0;0;0;-1;-1;0;0;	arquillian saber;13;25;0;0;0;0;-;0;4|neuralyzer charge;42;19;0;0;0;1;-;0;1|neuralyzer charge;11;12;0;0;0;1;-;0;1|containment foam grenade;33;24;0;0;0;1;-;0;1|bullet clip;4;10;10;0;0;1;-;0;1|ration;49;29;0;0;0;1;-;0;2|pocket universe marble;13;7;4;0;0;1;-;0;0.4
507	command:h:protect depth kit	1575709375	507	13	2110137692	e87cb665b247b3a6	8;11;35;35;12;13;12;13;12;12;6;107;216;3;commands,bargaining,quickdraw,acrobatics,bullettime;404;2164;burdened;-;0;12;13;0;0;7;3;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|ration;0;0;4;0;0;1;-;0;8|battery;0;0;151;0;0;1;-;0;21|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;8;0;0;1;-;0;8|bullet clip;17;32;48;0;0;1;-;0;5|royal jelly;6;18;14;0;0;1;-;0;14|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|deneuralyzer slip;40;18;0;0;0;1;-;0;0.1	juvenile skin-suit shambler;16;24;26;26;0.8365;18;0;1;0;0;0;0;0;-1;-1;0;0;|unlicensed bug warrior;23;13;54;54;1.2428000000000001;28;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile plasma wraith;13;27;21;21;0.8365;30;0;0;0;0;0;0;0;-1;-1;0;0;|bug warrior;43;24;54;54;1.195;28;0;0;0;0;0;0;0;-1;-1;0;0;|unlicensed orion's cat (feral);52;29;18;18;1.2428000000000001;13;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile plasma wraith;7;13;21;21;0.8365;30;0;0;0;3;0;0;0;-1;-1;0;0;	arquillian saber;13;25;0;0;0;0;-;0;4|neuralyzer charge;42;19;0;0;0;1;-;0;1|neuralyzer charge;11;12;0;0;0;1;-;0;1|containment foam grenade;33;24;0;0;0;1;-;0;1|bullet clip;4;10;10;0;0;1;-;0;1|ration;49;29;0;0;0;1;-;0;2|pocket universe marble;13;7;4;0;0;1;-;0;0.4
508	command:h:protect depth kit	1744707626	508	13	1889488249	e87cb665b247b3a6	7;11;35;35;12;13;12;13;12;12;6;107;216;3;commands,bargaining,quickdraw,acrobatics,bullettime;404;2163;burdened;-;0;12;13;0;0;7;3;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|ration;0;0;4;0;0;1;-;0;8|battery;0;0;151;0;0;1;-;0;21|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;8;0;0;1;-;0;8|bullet clip;17;32;48;0;0;1;-;0;5|royal jelly;6;18;14;0;0;1;-;0;14|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|deneuralyzer slip;40;18;0;0;0;1;-;0;0.1	juvenile skin-suit shambler;16;24;26;26;0.8365;18;0;1;0;0;0;0;0;-1;-1;0;0;|unlicensed bug warrior;23;13;54;54;1.2428000000000001;28;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile plasma wraith;13;27;21;21;0.8365;30;0;0;0;0;0;0;0;-1;-1;0;0;|bug warrior;43;24;54;54;1.195;28;0;0;0;0;0;0;0;-1;-1;0;0;|unlicensed orion's cat (feral);52;29;18;18;1.2428000000000001;13;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile plasma wraith;7;13;21;21;0.8365;30;0;0;0;2;0;0;0;-1;-1;0;0;	arquillian saber;13;25;0;0;0;0;-;0;4|neuralyzer charge;42;19;0;0;0;1;-;0;1|neuralyzer charge;11;12;0;0;0;1;-;0;1|containment foam grenade;33;24;0;0;0;1;-;0;1|bullet clip;4;10;10;0;0;1;-;0;1|ration;49;29;0;0;0;1;-;0;2|pocket universe marble;13;7;4;0;0;1;-;0;0.4
509	command:>:protect depth kit	1442372844	509	14	1114899850	0e0dca8224026bed	14;15;35;35;12;13;12;13;12;12;6;107;216;3;commands,bargaining,quickdraw,acrobatics,bullettime;404;2163;strained;-;0;12;14;0;0;7;3;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|ration;0;0;4;0;0;1;-;0;8|battery;0;0;193;0;0;1;-;0;25|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;10;0;0;1;-;0;10|bullet clip;17;32;48;0;0;1;-;0;5|royal jelly;6;18;15;0;0;1;-;0;15|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|deneuralyzer slip;40;18;0;0;0;1;-;0;0.1|pocket universe marble;14;15;0;0;0;1;-;0;0.1|tri-barrel plasma gun;14;15;0;3;0;0;-;0;8	cranky plasma wraith;14;18;38;38;1.2826;30;0;0;0;0;0;0;1;14;15;0;0;|juvenile hive guardian;46;23;46;46;0.847;50;0;1;0;0;0;0;0;-1;-1;0;0;|bug queen's brood;47;22;28;28;1.21;20;0;0;0;0;0;0;0;-1;-1;0;0;|bug warrior;27;12;56;56;1.21;28;0;0;0;0;0;0;0;-1;-1;0;0;|hardened bug queen's brood;36;10;31;31;1.2342;20;0;0;0;0;0;0;0;-1;-1;0;0;|thieving cranky rogue agent (rogue);29;3;50;50;1.2826;35;0;0;0;0;0;0;0;-1;-1;0;0;thieving	kevlar weave suit;14;15;0;0;0;1;-;0;6|carbonizer;22;15;0;0;0;0;-;0;9|neuralyzer charge;11;13;0;0;0;1;-;0;1|tri-barrel plasma gun;46;17;0;0;0;0;-;0;8|carbonizer;25;27;0;0;0;0;-;0;9|battery;41;18;6;0;0;1;-;0;1|ration;7;11;0;0;0;1;-;0;2
510	wield:tri-barrel plasma gun:equip weapon	162654389	510	14	1434804024	0e0dca8224026bed	14;15;35;35;12;13;12;13;12;12;6;107;216;3;commands,bargaining,quickdraw,acrobatics,bullettime;404;2161;strained;-;0;12;14;0;0;10;3;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|ration;0;0;4;0;0;1;-;0;8|battery;0;0;193;0;0;1;-;0;25|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;10;0;0;1;-;0;10|bullet clip;17;32;48;0;0;1;-;0;5|royal jelly;6;18;15;0;0;1;-;0;15|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|deneuralyzer slip;40;18;0;0;0;1;-;0;0.1|pocket universe marble;14;15;0;0;0;1;-;0;0.1|tri-barrel plasma gun;14;15;0;3;0;0;-;0;8	cranky plasma wraith;14;17;38;38;1.2826;30;0;0;0;0;0;0;1;14;15;0;0;|juvenile hive guardian;46;23;46;46;0.847;50;0;1;0;0;0;0;0;-1;-1;0;0;|bug queen's brood;47;22;28;28;1.21;20;0;0;0;0;0;0;0;-1;-1;0;0;|bug warrior;27;12;56;56;1.21;28;0;0;0;0;0;0;0;-1;-1;0;0;|hardened bug queen's brood;36;10;31;31;1.2342;20;0;0;0;0;0;0;0;-1;-1;0;0;|thieving cranky rogue agent (rogue);29;3;50;50;1.2826;35;0;0;0;0;0;0;0;-1;-1;0;0;thieving	kevlar weave suit;14;15;0;0;0;1;-;0;6|carbonizer;22;15;0;0;0;0;-;0;9|neuralyzer charge;11;13;0;0;0;1;-;0;1|tri-barrel plasma gun;46;17;0;0;0;0;-;0;8|carbonizer;25;27;0;0;0;0;-;0;9|battery;41;18;6;0;0;1;-;0;1|ration;7;11;0;0;0;1;-;0;2
511	command:h:rush final floor	1915331854	511	14	1663403060	0e0dca8224026bed	13;15;35;35;12;13;12;13;12;12;6;107;216;3;commands,bargaining,quickdraw,acrobatics,bullettime;404;2161;strained;-;0;12;14;0;0;10;3;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|ration;0;0;4;0;0;1;-;0;8|battery;0;0;193;0;0;1;-;0;25|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;10;0;0;1;-;0;10|bullet clip;17;32;48;0;0;1;-;0;5|royal jelly;6;18;15;0;0;1;-;0;15|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|deneuralyzer slip;40;18;0;0;0;1;-;0;0.1|pocket universe marble;14;15;0;0;0;1;-;0;0.1|tri-barrel plasma gun;14;15;0;3;0;0;-;0;8	cranky plasma wraith;13;16;38;38;1.2826;30;0;0;0;0;0;0;1;13;15;0;0;|juvenile hive guardian;46;23;46;46;0.847;50;0;1;0;0;0;0;0;-1;-1;0;0;|bug queen's brood;47;22;28;28;1.21;20;0;0;0;0;0;0;0;-1;-1;0;0;|bug warrior;27;12;56;56;1.21;28;0;0;0;0;0;0;0;-1;-1;0;0;|hardened bug queen's brood;36;10;31;31;1.2342;20;0;0;0;0;0;0;0;-1;-1;0;0;|thieving cranky rogue agent (rogue);29;3;50;50;1.2826;35;0;0;0;0;0;0;0;-1;-1;0;0;thieving	kevlar weave suit;14;15;0;0;0;1;-;0;6|carbonizer;22;15;0;0;0;0;-;0;9|neuralyzer charge;11;13;0;0;0;1;-;0;1|tri-barrel plasma gun;46;17;0;0;0;0;-;0;8|carbonizer;25;27;0;0;0;0;-;0;9|battery;41;18;6;0;0;1;-;0;1|ration;7;11;0;0;0;1;-;0;2
512	throw:containment foam grenade:13,16:freeze threat	1188107460	512	14	576028659	0e0dca8224026bed	13;15;35;35;12;13;12;13;12;12;6;107;216;3;commands,bargaining,quickdraw,acrobatics,bullettime;404;2159;strained;-;0;12;14;0;0;10;3;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|ration;0;0;4;0;0;1;-;0;8|battery;0;0;193;0;0;1;-;0;25|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;9;0;0;1;-;0;9|bullet clip;17;32;48;0;0;1;-;0;5|royal jelly;6;18;15;0;0;1;-;0;15|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|deneuralyzer slip;40;18;0;0;0;1;-;0;0.1|pocket universe marble;14;15;0;0;0;1;-;0;0.1|tri-barrel plasma gun;14;15;0;3;0;0;-;0;8	cranky plasma wraith;13;16;38;38;1.2826;30;0;0;0;11;0;0;1;13;15;0;0;|juvenile hive guardian;46;23;46;46;0.847;50;0;1;0;0;0;0;0;-1;-1;0;0;|bug queen's brood;47;22;28;28;1.21;20;0;0;0;0;0;0;0;-1;-1;0;0;|bug warrior;27;12;56;56;1.21;28;0;0;0;0;0;0;0;-1;-1;0;0;|hardened bug queen's brood;36;10;31;31;1.2342;20;0;0;0;0;0;0;0;-1;-1;0;0;|thieving cranky rogue agent (rogue);29;3;50;50;1.2826;35;0;0;0;0;0;0;0;-1;-1;0;0;thieving	kevlar weave suit;14;15;0;0;0;1;-;0;6|carbonizer;22;15;0;0;0;0;-;0;9|neuralyzer charge;11;13;0;0;0;1;-;0;1|tri-barrel plasma gun;46;17;0;0;0;0;-;0;8|carbonizer;25;27;0;0;0;0;-;0;9|battery;41;18;6;0;0;1;-;0;1|ration;7;11;0;0;0;1;-;0;2
513	fire:13,16:press close threat	1022848646	513	14	2140132337	0e0dca8224026bed	13;15;35;35;12;13;12;13;12;12;6;107;216;3;commands,bargaining,quickdraw,acrobatics,bullettime;404;2159;strained;-;0;12;14;0;0;10;3;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|ration;0;0;4;0;0;1;-;0;8|battery;0;0;190;0;0;1;-;0;25|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;9;0;0;1;-;0;9|bullet clip;17;32;48;0;0;1;-;0;5|royal jelly;6;18;15;0;0;1;-;0;15|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|deneuralyzer slip;40;18;0;0;0;1;-;0;0.1|pocket universe marble;14;15;0;0;0;1;-;0;0.1|tri-barrel plasma gun;14;15;0;3;0;0;-;0;8	cranky plasma wraith;13;17;26;38;1.2826;30;0;0;0;10;0;0;1;13;15;0;0;|juvenile hive guardian;46;23;46;46;0.847;50;0;1;0;0;0;0;0;-1;-1;0;0;|bug queen's brood;47;22;28;28;1.21;20;0;0;0;0;0;0;0;-1;-1;0;0;|bug warrior;27;12;56;56;1.21;28;0;0;0;0;0;0;0;-1;-1;0;0;|hardened bug queen's brood;36;10;31;31;1.2342;20;0;0;0;0;0;0;0;-1;-1;0;0;|thieving cranky rogue agent (rogue);29;3;50;50;1.2826;35;0;0;0;0;0;0;0;-1;-1;0;0;thieving	kevlar weave suit;14;15;0;0;0;1;-;0;6|carbonizer;22;15;0;0;0;0;-;0;9|neuralyzer charge;11;13;0;0;0;1;-;0;1|tri-barrel plasma gun;46;17;0;0;0;0;-;0;8|carbonizer;25;27;0;0;0;0;-;0;9|battery;41;18;6;0;0;1;-;0;1|ration;7;11;0;0;0;1;-;0;2
514	command:h:protect final kit	1500424980	514	14	949995840	0e0dca8224026bed	12;15;35;35;12;13;12;13;12;12;6;107;216;3;commands,bargaining,quickdraw,acrobatics,bullettime;404;2157;strained;-;0;12;14;0;0;10;3;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|ration;0;0;4;0;0;1;-;0;8|battery;0;0;190;0;0;1;-;0;25|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;9;0;0;1;-;0;9|bullet clip;17;32;48;0;0;1;-;0;5|royal jelly;6;18;15;0;0;1;-;0;15|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|deneuralyzer slip;40;18;0;0;0;1;-;0;0.1|pocket universe marble;14;15;0;0;0;1;-;0;0.1|tri-barrel plasma gun;14;15;0;3;0;0;-;0;8	cranky plasma wraith;13;17;26;38;1.2826;30;0;0;0;9;0;0;1;13;15;0;0;|juvenile hive guardian;46;23;46;46;0.847;50;0;1;0;0;0;0;0;-1;-1;0;0;|bug queen's brood;47;22;28;28;1.21;20;0;0;0;0;0;0;0;-1;-1;0;0;|bug warrior;27;12;56;56;1.21;28;0;0;0;0;0;0;0;-1;-1;0;0;|hardened bug queen's brood;36;10;31;31;1.2342;20;0;0;0;0;0;0;0;-1;-1;0;0;|thieving cranky rogue agent (rogue);29;3;50;50;1.2826;35;0;0;0;0;0;0;0;-1;-1;0;0;thieving	kevlar weave suit;14;15;0;0;0;1;-;0;6|carbonizer;22;15;0;0;0;0;-;0;9|neuralyzer charge;11;13;0;0;0;1;-;0;1|tri-barrel plasma gun;46;17;0;0;0;0;-;0;8|carbonizer;25;27;0;0;0;0;-;0;9|battery;41;18;6;0;0;1;-;0;1|ration;7;11;0;0;0;1;-;0;2
515	command:y:protect final kit	736002821	515	14	1499283677	0e0dca8224026bed	11;14;35;35;12;13;12;13;12;12;6;107;216;3;commands,bargaining,quickdraw,acrobatics,bullettime;404;2157;strained;-;0;12;14;0;0;10;3;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|ration;0;0;4;0;0;1;-;0;8|battery;0;0;190;0;0;1;-;0;25|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;9;0;0;1;-;0;9|bullet clip;17;32;48;0;0;1;-;0;5|royal jelly;6;18;15;0;0;1;-;0;15|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|deneuralyzer slip;40;18;0;0;0;1;-;0;0.1|pocket universe marble;14;15;0;0;0;1;-;0;0.1|tri-barrel plasma gun;14;15;0;3;0;0;-;0;8	cranky plasma wraith;13;17;26;38;1.2826;30;0;0;0;7;0;0;1;13;15;0;0;|juvenile hive guardian;46;23;46;46;0.847;50;0;1;0;0;0;0;0;-1;-1;0;0;|bug queen's brood;47;22;28;28;1.21;20;0;0;0;0;0;0;0;-1;-1;0;0;|bug warrior;27;12;56;56;1.21;28;0;0;0;0;0;0;0;-1;-1;0;0;|hardened bug queen's brood;36;10;31;31;1.2342;20;0;0;0;0;0;0;0;-1;-1;0;0;|thieving cranky rogue agent (rogue);29;3;50;50;1.2826;35;0;0;0;0;0;0;0;-1;-1;0;0;thieving	kevlar weave suit;14;15;0;0;0;1;-;0;6|carbonizer;22;15;0;0;0;0;-;0;9|neuralyzer charge;11;13;0;0;0;1;-;0;1|tri-barrel plasma gun;46;17;0;0;0;0;-;0;8|carbonizer;25;27;0;0;0;0;-;0;9|battery;41;18;6;0;0;1;-;0;1|ration;7;11;0;0;0;1;-;0;2
516	command:y:protect final kit	529836034	516	14	388927713	0e0dca8224026bed	10;13;35;35;12;13;12;13;12;12;6;107;216;3;commands,bargaining,quickdraw,acrobatics,bullettime;404;2155;strained;-;0;12;14;0;0;10;3;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|ration;0;0;4;0;0;1;-;0;8|battery;0;0;190;0;0;1;-;0;25|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;9;0;0;1;-;0;9|bullet clip;17;32;48;0;0;1;-;0;5|royal jelly;6;18;15;0;0;1;-;0;15|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|deneuralyzer slip;40;18;0;0;0;1;-;0;0.1|pocket universe marble;14;15;0;0;0;1;-;0;0.1|tri-barrel plasma gun;14;15;0;3;0;0;-;0;8	cranky plasma wraith;13;17;26;38;1.2826;30;0;0;0;6;0;0;1;13;15;0;0;|juvenile hive guardian;46;23;46;46;0.847;50;0;1;0;0;0;0;0;-1;-1;0;0;|bug queen's brood;47;22;28;28;1.21;20;0;0;0;0;0;0;0;-1;-1;0;0;|bug warrior;27;12;56;56;1.21;28;0;0;0;0;0;0;0;-1;-1;0;0;|hardened bug queen's brood;36;10;31;31;1.2342;20;0;0;0;0;0;0;0;-1;-1;0;0;|thieving cranky rogue agent (rogue);29;3;50;50;1.2826;35;0;0;0;0;0;0;0;-1;-1;0;0;thieving	kevlar weave suit;14;15;0;0;0;1;-;0;6|carbonizer;22;15;0;0;0;0;-;0;9|neuralyzer charge;11;13;0;0;0;1;-;0;1|tri-barrel plasma gun;46;17;0;0;0;0;-;0;8|carbonizer;25;27;0;0;0;0;-;0;9|battery;41;18;6;0;0;1;-;0;1|ration;7;11;0;0;0;1;-;0;2
517	command:y:protect final kit	1881486492	517	14	2133015634	0e0dca8224026bed	9;12;35;35;12;13;12;13;12;12;6;107;216;3;commands,bargaining,quickdraw,acrobatics,bullettime;404;2155;strained;-;0;12;14;0;0;10;3;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|ration;0;0;4;0;0;1;-;0;8|battery;0;0;190;0;0;1;-;0;25|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;9;0;0;1;-;0;9|bullet clip;17;32;48;0;0;1;-;0;5|royal jelly;6;18;15;0;0;1;-;0;15|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|deneuralyzer slip;40;18;0;0;0;1;-;0;0.1|pocket universe marble;14;15;0;0;0;1;-;0;0.1|tri-barrel plasma gun;14;15;0;3;0;0;-;0;8	cranky plasma wraith;13;17;26;38;1.2826;30;0;0;0;4;0;0;1;13;15;0;0;|juvenile hive guardian;46;23;46;46;0.847;50;0;1;0;0;0;0;0;-1;-1;0;0;|bug queen's brood;47;22;28;28;1.21;20;0;0;0;0;0;0;0;-1;-1;0;0;|bug warrior;27;12;56;56;1.21;28;0;0;0;0;0;0;0;-1;-1;0;0;|hardened bug queen's brood;36;10;31;31;1.2342;20;0;0;0;0;0;0;0;-1;-1;0;0;|thieving cranky rogue agent (rogue);29;3;50;50;1.2826;35;0;0;0;0;0;0;0;-1;-1;0;0;thieving	kevlar weave suit;14;15;0;0;0;1;-;0;6|carbonizer;22;15;0;0;0;0;-;0;9|neuralyzer charge;11;13;0;0;0;1;-;0;1|tri-barrel plasma gun;46;17;0;0;0;0;-;0;8|carbonizer;25;27;0;0;0;0;-;0;9|battery;41;18;6;0;0;1;-;0;1|ration;7;11;0;0;0;1;-;0;2
